Track_URI,Track_Name,Main_Artist,Album,Track_Popularity,Release_Year,Album_Popularity,Artist_Popularity,Artist_Followers,Artist_Genres
spotify:track:1BR5vhAlaoUiijQ28p6jlN,"Backseat Freestyle","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)",63,2012,75,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:5hI2U1WyKvlJ0nfYSWEyOK,"Uzi (Pinky Ring)","Wu-Tang Clan","Wu-Tang Iron Flag",0,2001,0,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:7iFWP73HKuL5xtR0GgU06r,"Think Differently",Casual,"Lyrical Swords (feat. GZA & Ras Kass) [12"]"",15,2010,18,29,16133,"alternative hip hop, deep east coast hip hop, scratch, turntablism"
spotify:track:4m1B88bynbZIVnrDsUINYc,"Big Pimpin'",JAY-Z,"The Hits Collection Volume One (Deluxe)",0,2010,0,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:0cuNKO8LlpNW24NrQuE1Wn,"Statistics (feat. Invincible)","The Left","Gas Mask (Deluxe Edition)",42,2012,38,26,14578,
spotify:track:7DPQLMZ6PWAXw4MLxFgI7X,"Don't Forget",Atmosphere,"Sad Clown Bad Summer Number 9",0,2007,0,56,668956,"alternative hip hop, conscious hip hop, minnesota hip hop"
spotify:track:2OaaV7okHG1k4gqTf9IyDB,"Drug Ballad",Eminem,"The Marshall Mathers LP - Tour Edition (International Version)",0,2000,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:6ZVbPhbq4ezK8gxF7r8LfH,"Under The Influence",Eminem,"The Marshall Mathers LP",0,2000,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:5kqQoLsjAHHxXmVe4oBT83,Institutionalized,"Kendrick Lamar","To Pimp A Butterfly",0,2015,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:5Kr0fdwhJncjhvmgsToqV0,"The Blacker The Berry","Kendrick Lamar","The Blacker The Berry",0,2015,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:5RGmEJmkPghFXU8ZD1ZB7L,"untitled 03 05.28.2013.","Kendrick Lamar","untitled unmastered.",0,2016,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:6DJL2olMX5eJQfXrX2eAlz,Ready,"Joey Bada$$",Ready,0,2016,0,71,3106687,"conscious hip hop, hip hop, rap"
spotify:track:5VOss7ATiPrSUzMkWZ3cTu,U.O.E.N.O,"ScHoolboy Q","Schoolboy Q",0,2013,0,70,4558124,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:1OChTe0OBYR1OQSFIdoWq9,"untitled 08 09.06.2014.","Kendrick Lamar","untitled unmastered.",0,2016,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:2j1jZttFb1v7oLYULf7NSN,"Michael Jordan","Kendrick Lamar","Overly Dedicated",0,2010,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:5eKiIvQWuTf9N9rJQppfxd,"Hands On the Wheel","ScHoolboy Q","Schoolboy Q",0,2013,0,70,4558124,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:4UtLXegebv7qNBF26nivhZ,"Man Of The Year","ScHoolboy Q","Oxymoron (Deluxe)",0,2014,0,70,4558124,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:1Ysc1uDZtf430TGavoS1j4,"Professional Rapper (feat. Snoop Dogg)","Lil Dicky","Professional Rapper",0,2015,0,58,1955622,"comedy rap, indie pop rap, pop rap"
spotify:track:6i6cWTCYBOKEdJnWjzm2yk,"Hood Gone Love It (feat. Kendrick Lamar)","Jay Rock","Follow Me Home",67,2011,58,71,1430707,"conscious hip hop, hip hop, rap, southern hip hop, trap"
spotify:track:6MtD0LFmW55wgv0qVcATkL,"P&P 1.5","Kendrick Lamar","Overly Dedicated",0,2010,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:7eGGAH6PF4GtxBudTbVeef,"Barbed Wire","Kendrick Lamar","Overly Dedicated",0,2010,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:0PzTvgqZaJGjc5hW4mWXRo,"Do You Believe?","The Beatnuts","Classic Hip-Hop",0,2011,0,50,172699,"east coast hip hop, queens hip hop"
spotify:track:7qzQLaKsXu6h8jLKucFtxA,"World Wide Mob Figgaz",2Pac,"Until The End Of Time",0,2001,0,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:6Hr77eZSmaVGgH0vVulMUH,Bounce,"Flatbush Zombies","3001: A Laced Odyssey",57,2016,57,55,1198633,"psychedelic hip hop, rap, underground hip hop"
spotify:track:5UQ1cDe7Bb9OB9ZQcUvoS1,R.I.P.C.D.,"Flatbush Zombies","3001: A Laced Odyssey",45,2016,57,55,1198633,"psychedelic hip hop, rap, underground hip hop"
spotify:track:5I4ipBNoOOXF20YY0pOjCx,"A Spike Lee Joint (feat. Anthony Flammia)","Flatbush Zombies","3001: A Laced Odyssey",54,2016,57,55,1198633,"psychedelic hip hop, rap, underground hip hop"
spotify:track:11iOB65szCoy6e5dscKrai,"Your Favorite Rap Song","Flatbush Zombies","3001: A Laced Odyssey",44,2016,57,55,1198633,"psychedelic hip hop, rap, underground hip hop"
spotify:track:7y6elbx5AuQBmwLGbNNnvN,Outsiders,"The Underachievers","It Happened In Flatbush (Mixtape)",0,2016,0,47,375878,"psychedelic hip hop, underground hip hop"
spotify:track:6t2C30fVWuZgksFLW9jfU6,"Swimming Pools (Drank) - Black Hippy Remix","Kendrick Lamar","Swimming Pools (Drank) [Black Hippy Remix]",0,2015,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:3zDlwMHUUjLWizguuXugoz,"I Do This (Remix)","Kendrick Lamar","Overly Dedicated",0,2010,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:2WBKMH12GaSssKWvqBrndN,"I Ain't Proud Of That",Ju$tice,"I Got Sumn Cookin'",29,2009,20,10,634,
spotify:track:6mcu7D7QuABVwUGDwovOEh,"If I Can't","50 Cent","Get Rich Or Die Tryin'",75,2003,83,81,11915057,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap"
spotify:track:5PmlWqmB52cZCz1BZCPQlI,Gone,"Kanye West","Late Registration",0,2005,0,88,20708785,"chicago rap, hip hop, rap"
spotify:track:2o5nczXJ7wb5oRaBVLS3EU,Pain,"De La Soul",Pain,0,2016,0,59,926109,"east coast hip hop, golden age hip hop, hip hop, jazz rap"
spotify:track:350hQ0J5TQcg758GrbqdvX,Wu-Gambinos,Raekwon,"Wu Tang Vs. Shaolin Masters",28,2011,39,66,561943,"east coast hip hop, hardcore hip hop"
spotify:track:62Yfz4G9GpTFOKtKNHbha6,"Soul Food",Logic,"Under Pressure",0,2014,0,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:2V9PUeMojJ4Qa878Dxt4l2,"Gang Related",Logic,"Under Pressure",0,2014,0,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:1JNelxGf6lTSNYKf6ugb7o,Bounce,Logic,"Under Pressure",0,2014,0,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:6QRzGlJfiY50Od0CrK2x86,"Under Pressure",Logic,"Under Pressure",0,2014,0,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:1VswoHdsOgAJPWP9KEoD2e,"Brooklyn's Finest",JAY-Z,"Reasonable Doubt",0,1996,0,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:5bkoXXscSE2ayte1jGzjHk,Encore,JAY-Z,"The Black Album (Explicit)",0,2003,0,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:22EbvbXnPwpF9lQtdJG61C,"Young Jesus",Logic,"The Incredible True Story",0,2015,0,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:5DJTYOAHZEKjNqXpOwnomi,"None Shall Pass","Aesop Rock","None Shall Pass",0,2007,0,54,421951,"abstract hip hop, alternative hip hop, conscious hip hop"
spotify:track:3COHXcLRK9brRjMolzkD7Y,Daylight,"Aesop Rock","Labor Days",0,2001,0,54,421951,"abstract hip hop, alternative hip hop, conscious hip hop"
spotify:track:1Ckd4d6vkhvOp5HlAc5Ie2,"Summertime - Single Edit","DJ Jazzy Jeff & The Fresh Prince","The Very Best Of D.J. Jazzy Jeff & The Fresh Prince",45,2006,37,52,366835,"golden age hip hop, old school hip hop, philly rap"
spotify:track:0aC7rrYzOFsdEMx1nNrCMS,"Pimpin' Chipp","Ghostface Killah","Wu Tang Presents…Wu Massacre",16,2010,32,64,829411,"east coast hip hop, hardcore hip hop"
spotify:track:5YZDUAbFVXIzlMQWwPFRaa,"It's Been A Long Time",Rakim,"The 18th Letter / The Book Of Life",0,1996,0,56,823524,"east coast hip hop"
spotify:track:7L7JF5RZ2s5Pb0qSV3V5cW,"No Vaseline","Ice Cube","Death Certificate",0,1991,0,73,7182301,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:3Q9QGamJUf6y6DU0MJ8jBd,"Who Ride Wit Us",Kurupt,"Tha Streetz Iz A Mutha (Digitally Remastered)",50,2012,46,60,674553,"g funk, gangster rap, west coast rap"
spotify:track:1wOnpm7ZPI1chcMjKcT7zC,"Space Boogie",Kurupt,"Space Boogie: Smoke Oddessey (Digitally Remastered)",48,2012,48,60,674553,"g funk, gangster rap, west coast rap"
spotify:track:4675yUu8AUbE72T94BkLCD,Beautiful,"Snoop Dogg","The Best Of Snoop Dogg",69,2005,61,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:5MvZDzqEwLgR4xhRYFAYca,"Still A G Thang","Snoop Dogg","The Game Is To Be Sold, Not To Be Told",0,1998,0,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:7LhX4v8il0JxsuFFzqaVBh,"Super Crip","Snoop Dogg",COOLAID,0,2016,0,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:5qBfyjlx8U9Jgi4l1YOe4C,"Unbelievable - 2007 Remaster","The Notorious B.I.G.","Greatest Hits",47,2007,74,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:3UQAKY0SUEonxneROvv4jy,"Ready to Die - 2006 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)",60,1994,79,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:00t7QTffOR3SA3L1BvSQVq,"Suicidal Thoughts - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster; 2015 Remaster)",70,1994,61,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:52riputZ4Vo5PG9MOSy6r5,"I Got Love","Nate Dogg","Music and Me",61,2001,60,74,1465314,"g funk, gangster rap, hardcore hip hop, hip hop, west coast rap"
spotify:track:6pNPthJtweLWioQeGtwJe5,"Dr. Greenthumb","Cypress Hill","The Essential Cypress Hill",56,2014,63,66,1863619,"chicano rap, gangster rap, hip hop, rap rock, west coast rap"
spotify:track:58YBY8OiX56vQhcHUgul9m,"There He Go","ScHoolboy Q","Habits & Contradictions",52,2012,59,70,4558124,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:5RkOkI8iY34Kmg6YxiCu0T,"Average Joe","Kendrick Lamar","Overly Dedicated",0,2010,0,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:7lP8cYiy9vyrOx7p2Xp3Cu,"Country Sh*t (Remix)","Big K.R.I.T.","R4 The Prequel",0,2011,0,55,945408,"conscious hip hop, hip hop, mississippi hip hop, southern hip hop, trap"
spotify:track:6EElYDYyvvohMNDbYnrvn4,"Simon Says","Pharoahe Monch","Classic Hip-Hop",0,2011,0,49,227904,"conscious hip hop, east coast hip hop, queens hip hop"
spotify:track:30NmOpbBN04Xt0h5XiCToK,Beautiful,"Masta Ace","A Long Hot Summer",0,2004,0,45,196622,"east coast hip hop"
spotify:track:2v1TEWkyQ4BpMUrpkpeip4,"Brand New","Rashad & Confidence","The Element Of Surprise",0,2011,0,12,3205,"jazz rap"
spotify:track:6m13bPQifmiCJIlnR0L2fQ,"The 6th Sense",Common,"Like Water For Chocolate",0,2000,0,59,894504,"alternative hip hop, chicago rap, conscious hip hop, hardcore hip hop, hip hop, political hip hop"
spotify:track:7niAuWK3oCyZeLPsmKNTKK,Disturbed,"Blame One","Days Chasing Days",21,2009,14,15,3113,"underground rap"
spotify:track:20VHvUgIejig47qY7pPObP,"Blame Me","Blame One","Days Chasing Days",7,2009,14,15,3113,"underground rap"
spotify:track:4F9J8L8qowMdykbjfGqajs,"Tonight's Da Night",Redman,"Best Of",0,2014,0,62,1125384,"east coast hip hop, hardcore hip hop, new jersey rap, wu fam"
spotify:track:5vxII6AxXbPsAJE5dAdBo9,"Rather Unique",AZ,"Doe Or Die",49,1995,51,54,351968,"alternative hip hop, hardcore hip hop, hip hop"
spotify:track:4YbCZSeX3QhpEyQE5KAtio,"I'm That Type Of Nigga","The Pharcyde","Bizarre Ride II The Pharcyde",52,1992,64,56,674688,"alternative hip hop, hardcore hip hop, hip hop, jazz rap, west coast rap"
spotify:track:3KD1JZ2uftATmIrNPXtj6g,"Ballad of the Black Gold","Talib Kweli","Revolutions Per Minute",25,2010,38,52,575927,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:5JAva7o1mlwFbXJjDkXn52,Travelocity,"Masta Ace","A Long Hot Summer",0,2004,0,45,196622,"east coast hip hop"
spotify:track:2wMBD5IM6wMY22yMgkXfK5,"My Heat Goes Boom","Snoop Dogg","No Limit Top Dogg",39,1999,61,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:7pZ2wotfh8SozapeXaP8nn,Acknowledge,"Masta Ace","Disposable Arts",0,2001,0,45,196622,"east coast hip hop"
spotify:track:33rsCCLHklTQav9klbpnAi,"Warning - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)",65,1994,79,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:3WibbMr6canxRJXhNtAvLU,"B.O.B. - Bombs Over Baghdad",Outkast,Stankonia,66,2000,77,73,2306098,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop"
spotify:track:3tK9aXMLi2QSMvxAS7rpv5,"Illuminate (feat. Kendrick Lamar)",Ab-Soul,"Control System",54,2012,50,55,1045890,"conscious hip hop, hip hop, rap"
spotify:track:1EbWiEra7ovNsMq3DeLSDy,"Power Trip (feat. Miguel)","J. Cole","Power Trip (feat. Miguel)",0,2013,0,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:6TZOpfUKoxO5L64HYnCQvo,"Hollis To Hollywood","LL COOL J","Mr. Smith",0,1995,0,61,1547213,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
spotify:track:6FI3RJ58Ztl0X1VtA6pVs9,"Oh My God","A Tribe Called Quest","Midnight Marauders",60,1993,64,65,1936639,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop"
spotify:track:7sBxvRUzQmF7uB2ZFfjzF3,"Mortal Thought",KRS-One,"Return of the Boom Bap",37,1993,57,51,603243,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop"
spotify:track:6XadDzmDVhtEQ1Itt5t8h8,"Git Up, Git Out (feat. Goodie Mob)",Outkast,Southernplayalisticadillacmuzik,52,1994,59,73,2306098,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop"
spotify:track:7b7J97PxpCsZlJ6ut4pk05,"Hold On","Pharoahe Monch",Desire,20,2007,33,49,227904,"conscious hip hop, east coast hip hop, queens hip hop"
spotify:track:62vpWI1CHwFy7tMIcSStl8,"No Role Modelz","J. Cole","2014 Forest Hills Drive",8,2014,5,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:6Ius4TC0L3cN74HT7ENE6e,"Wet Dreamz","J. Cole","2014 Forest Hills Drive",4,2014,5,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:2EbQzx4SPYv6Aup9mhP9U0,Neighbors,"J. Cole","4 Your Eyez Only",0,2016,0,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:1ELozWj7PFZvpeAF4coCqo,"D.R.E.A.M. (feat. Talib Kweli)","Pharoahe Monch","PTSD - Post Traumatic Stress Disorder",0,2014,0,49,227904,"conscious hip hop, east coast hip hop, queens hip hop"
spotify:track:52kNC1H6q5phNPXbJh2RoY,"So Tired","Devin The Dude","Hi-teknology - Volume 2",30,2006,33,52,341622,"dirty south rap"
spotify:track:3zoExZ6fKHXOUbZfS0zT3C,"Off the Books (feat. Big Punisher & Cuban Linx) (feat. Big Pun & Cuban Link)","The Beatnuts","The Legacy: The Best Of Big Pun",41,2009,45,50,172699,"east coast hip hop, queens hip hop"
spotify:track:13QU1ThhwiGzPfwUFcylxr,"Chin Check",N.W.A.,"The Best Of N.W.A: The Strength Of Street Knowledge",0,2006,0,63,5126877,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap"
spotify:track:4PoqWtVeTMZTB7E9Uubwf9,"The Militia","Gang Starr","Moment Of Truth",48,1998,68,61,876177,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop"
spotify:track:4GIsskMpViPkt0uzPJTJSp,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster","The Notorious B.I.G.","Duets: The Final Chapter",72,2005,68,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:3jFTsobEff1Cz8DlIAisYY,"You Know How We Do It - Remastered","Ice Cube","Lethal Injection",0,1993,0,73,7182301,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:5osSw3tL07Tuid7AWsvYcc,"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",M.O.P.,Warriorz,64,2000,58,50,322586,"east coast hip hop, hardcore hip hop"
spotify:track:4CMT5jwbSk2IUjrHxuGwoo,"Got To Have It","Method Man","4:21...The Day After",0,2006,0,69,1960195,"east coast hip hop, hardcore hip hop, hip hop"
spotify:track:60b6B2ULC85t4Y5IjZvP7A,Tamale,"Tyler, The Creator",Wolf,65,2013,73,84,12187459,"hip hop, rap"
spotify:track:1w9QuE82GTtADusjV8LM3m,"The Streets",WC,"Ghetto Heisman",0,2010,0,45,446756,"west coast rap"
spotify:track:0sMm9WiO3B001nZQm8Qexw,Everybody,Logic,Everybody,0,2017,0,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:7rWwv1ePazmRzmJs4sARhI,"Can't Tell Me Nothing","Kanye West","Graduation (UK Version)",0,2007,0,88,20708785,"chicago rap, hip hop, rap"
spotify:track:3XgD0hnZDTuVCKWR6K4icP,"Twinz (Deep Cover '98)","Big Pun","Endangered Species",27,2001,20,59,1285514,"bronx hip hop, east coast hip hop, hardcore hip hop"
spotify:track:5ic68M3jaJTEUcEIh5PcqX,"Grown Up","Danny Brown","Grown Up",1,2012,0,63,789970,"alternative hip hop, detroit hip hop, escape room, hip hop, underground hip hop"
spotify:track:3jmHcu9v3FFRgtztbEejgk,"Children Sing","PaceWon & Mr. Green","The Only Color That Matters is Green",39,2008,35,32,12474,
spotify:track:7ujx3NYtwO2LkmKGz59mXp,HUMBLE.,"Kendrick Lamar",DAMN.,18,2017,9,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:5AL46kwqlBX7qWP3qUppJe,PRIDE.,"Kendrick Lamar",DAMN.,0,2017,9,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:6rZssCJPEdQnyeEdNLKsr8,ELEMENT.,"Kendrick Lamar",DAMN.,0,2017,9,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:31mqc7EKPsJf3pe6H5jEfC,"ROCKABYE BABY (feat. ScHoolboy Q)","Joey Bada$$","ALL-AMERIKKKAN BADA$$",0,2017,0,71,3106687,"conscious hip hop, hip hop, rap"
spotify:track:3I9zZfbeaRo9ks1MB7zhmR,"RING THE ALARM (feat. Nyck Caution, Kirk Knight & Meechy Darko)","Joey Bada$$","ALL-AMERIKKKAN BADA$$",0,2017,0,71,3106687,"conscious hip hop, hip hop, rap"
spotify:track:5csdNgCD64XzhsyoRlhzsa,"LEGENDARY (feat. J. Cole)","Joey Bada$$","ALL-AMERIKKKAN BADA$$",0,2017,0,71,3106687,"conscious hip hop, hip hop, rap"
spotify:track:7L9g4cPfohScjJ8mGwLQWr,TEMPTATION,"Joey Bada$$","ALL-AMERIKKKAN BADA$$",0,2017,0,71,3106687,"conscious hip hop, hip hop, rap"
spotify:track:6xz04ypw5JsqiyityCASG1,"LAND OF THE FREE","Joey Bada$$","ALL-AMERIKKKAN BADA$$",0,2017,0,71,3106687,"conscious hip hop, hip hop, rap"
spotify:track:5X5Pz55nGj8op8JAuZ4L8Y,"Break The System","The Underachievers",Renaissance,0,2017,0,47,375878,"psychedelic hip hop, underground hip hop"
spotify:track:6K8lKsm9m0Jaf4YlEfgf1q,Swivel,"Snoop Dogg","Neva Left",30,2017,50,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:4qCsZBLj0115tbKhUJRx4C,Cocaina,"Busta Rhymes","The Big Bang",0,2006,0,69,2479602,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
spotify:track:5rIq9qIH2NERKuolO6CNEz,Equality,Afu-Ra,"Body Of The Life Force",0,2000,0,38,87615,"east coast hip hop"
spotify:track:7EZOcCGTHCXTLFtax2VUsU,"Whirlwind Thru Cities",Afu-Ra,"Body Of The Life Force",0,2000,0,38,87615,"east coast hip hop"
spotify:track:37TnoxURMwHQsJ0mhdDF0a,"On, Onsite",Kurupt,"Space Boogie: Smoke Oddessey (Digitally Remastered)",49,2012,48,60,674553,"g funk, gangster rap, west coast rap"
spotify:track:4cGeMgLcykDLAazHFpbZbU,DNA.,"Kendrick Lamar",DAMN.,0,2017,9,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:42zux89Yev5YvBxDE9Jr7X,"I Smell Pussy",G-Unit,"Beg For Mercy",0,2003,0,60,2290537,"gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop"
spotify:track:3G4HCOI9YlcReKm4ZodRaR,"Boss' Life","Snoop Dogg","Boss' Life",0,2007,0,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:2k5mV0S32LBffA2RsvJfz8,"Dump the Clip","Army Of The Pharaohs","Jedi Mind Tricks presents The Best of Army of the Pharaohs",0,2016,0,43,127658,"philly rap, political hip hop, spiritual hip hop"
spotify:track:6vQxrkq5G7a3oreab0hyrS,"On The Strength","The Beggaz","Wu-Tang Killa Bees: The Swarm",27,1998,39,7,1728,"wu fam"
spotify:track:2Zc93IIm5cbLKdp1ZMNYbo,"Cobra Clutch","Ghostface Killah","Wu-Tang Killa Bees: The Swarm",29,1998,39,64,829411,"east coast hip hop, hardcore hip hop"
spotify:track:2OBPqIy2JH2PVEXDHYiXig,Flawless,"Phife Dawg","Ventilation: Da LP",0,2000,0,31,46759,"east coast hip hop"
spotify:track:6jCGzZn0gFeRlbqdaJhw6T,"Party and Bullshit - 2008 Remaster","The Notorious B.I.G.","NOTORIOUS Music From and Inspired by the Original Motion Picture",2,2009,53,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:4YKTBWjMFJ22KSR0KTKSVT,"About the Dutch","Woodie Smalls","Soft Parade",28,2015,26,35,49381,"belgian hip hop"
spotify:track:3bOvAqhaZNSWpGVIvHEx8B,"Everyday Struggle - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)",61,1994,79,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:2ZVRyUFQTI5K99wpJElGrD,"Love Is Only a Feeling","Joey Bada$$","Love Is Only a Feeling",0,2017,0,71,3106687,"conscious hip hop, hip hop, rap"
spotify:track:6drZfqIsfdnDRR08fHqaWE,Victory,"Joey Bada$$",Victory,0,2017,0,71,3106687,"conscious hip hop, hip hop, rap"
spotify:track:6lvkBfftJXIZMI6NDq3mjv,"Guns Are Drawn","The Roots","The Tipping Point",0,2004,0,57,1311358,"conscious hip hop, east coast hip hop, hip hop, philly rap, political hip hop"
spotify:track:0l3GEbH3CviUytD6iX4wzg,"Right Thurr",Chingy,Jackpot,71,2003,65,56,911112,"crunk, dirty south rap, hip pop, pop rap, r&b, southern hip hop"
spotify:track:20ccLIFUpfzgX5kSbDakH4,"The Learning (Burn) (feat. Big Noyd)","Mobb Deep",Infamy,53,2001,51,64,1885780,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop"
spotify:track:64E7c7HdsIbbDWDSGxNJVF,"Poppin' Them Thangs",G-Unit,"Beg For Mercy",0,2003,0,60,2290537,"gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop"
spotify:track:6GlDfTScLM2wxG7r2LUUCT,Baknaffek,"Das EFX","Straight Up Sewaside",46,1993,41,54,361903,"east coast hip hop, hardcore hip hop"
spotify:track:60uesDF4UyLUs61FgiDkdp,Hello,"Ice Cube","War & Peace Vol. 2 (The Peace Disc)",67,2000,63,73,7182301,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:2ECYtCiyC3zLvFTybWv75p,Mistadobalina,"Del The Funky Homosapien","I Wish My Brother George Was Here",53,1991,48,52,288122,"alternative hip hop, hip hop, oakland hip hop"
spotify:track:50XpDlfdgYNNEOyrPIyq9W,"Lesson Learn'd (feat. Inspectah Deck and Redman)","Wu-Tang Clan","Lesson Learn'd (feat. Inspectah Deck and Redman)",0,2017,0,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:6kl6HNPLuyo6S8sLedVGeW,"Tres Passing","PRO ERA","Pro Era",0,2016,0,34,110884,"underground hip hop"
spotify:track:24HKJ1xHfZxp8Im5zfNlk5,"Frozen (feat. Method Man, Killa Priest and Chris Rivers)","Wu-Tang Clan","The Saga Continues",0,2017,0,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:1eq6iByVMNZO4ojKFL8KKN,"People Say (feat. Redman)","Wu-Tang Clan","The Saga Continues",0,2017,0,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:53BZ6XygAoubR5DU5w38Vq,"Real Muthaphuckkin' G's",Eazy-E,"Gangsta Memorial",74,2007,64,63,5188739,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:2yZp0a4buLcNHCw4NAjwqh,"If Time Is Money (Fly Navigation) [feat. Method Man]","Wu-Tang Clan","The Saga Continues",0,2017,0,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:2wdjA0qJ1zbVN9JriPh2hc,"Pearl Harbor (feat. Ghostface Killah, Method Man, RZA and Sean Price)","Wu-Tang Clan","The Saga Continues",0,2017,0,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
