Track_URI,Track_Name,Main_Artist,Album,Track_Popularity,Release_Year,Album_Popularity,Artist_Popularity,Artist_Followers,Artist_Genres
spotify:track:3A3WCIkkm5MqGRnc4LT6fz,"California Love - Original Version",2Pac,"The Best of 2Pac - Pt. 1: Thug",0,2007,0,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:5ByAIlEEnxYdvpnezg7HTX,"Juicy - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)",80,1994,79,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:0j5X6DrzkgY64Mm8NQp5mi,"Lose Yourself - Soundtrack Version",Eminem,"Lose Yourself (International Version)",0,2002,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:2ltaeJyPESnEi32ef025lL,"Nuthin' But a 'G' Thang","Snoop Dogg","Me And My Homies",0,2005,0,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:2MuJbBWAVewREJmB8WdGJ3,"It Was A Good Day","Ice Cube","The Essentials",62,2008,57,73,7182301,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:6fqqAsCYfDOtXAD8Ydo06K,"Tipsy - Club Mix",J-Kwon,Tipsy,61,2001,51,49,249364,"dirty south rap, southern hip hop"
spotify:track:20LxTsa6936zOlzTWqoPVt,"The Next Episode","Dr. Dre","2001 (Explicit Version)",0,1999,0,78,10140981,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:6Tsu3OsuMz4KEGKbOYd6A0,"Hypnotize - 2007 Remaster","The Notorious B.I.G.","Greatest Hits",75,2007,74,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:5l8DtC184m362w8xMd21L3,"Running Your Mouth - Featuring Snoop Dogg, Nate Dogg, Fabolous and Busta Rhymes Explicit Album Version","The Notorious B.I.G.","Greatest Hits",0,2007,0,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:2g8HN35AnVGIk7B8yMucww,"Big Poppa - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)",83,1994,79,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:3Pg8D3Ozee2hpU5u8Inp5Y,"1970 Somethin' - featuring The Game and Faith Evans Explicit Album Version","The Notorious B.I.G.","Duets: The Final Chapter",0,2005,0,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:0Bd3oaSitY4a57zlwV9sG6,"Notorious Thugs","The Notorious B.I.G.","Life After Death (Deluxe Version)",0,1997,0,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:6Z5d0kNhqxga62Snvvk8X8,"Can I Get Witcha","The Notorious B.I.G.","Born Again",0,1999,0,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:35gEwPklT8wDTPOM9lNRnQ,Biggie,"The Notorious B.I.G.","Born Again",0,1999,0,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:1fGHOnbIPoo1tPwpd70MsY,"Come On","The Notorious B.I.G.","Born Again",0,1999,0,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:3lZpRrikvXTFli0qyU7Q9q,"Rappers Delight","The Sugarhill Gang","Hip To The Hop: 30th Anniversary Of Hip Hop Hip To Da Hop",0,2009,0,49,335789,"east coast hip hop, funk, new jersey rap, old school hip hop"
spotify:track:0jGgxmO82YIGkcoRb4jngg,"Ghetto Gospel - (Explicit)",2Pac,"The Best of 2Pac - Pt. 2: Life",0,2007,0,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:13XHuE00ElL5thSxkaEXxK,"Only God Can Judge Me",2Pac,"All Eyez On Me",0,1996,7,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:6ltPEsP4edATzvinHOzvk2,"Still D.R.E.","Dr. Dre","2001 (Explicit Version)",0,1999,0,78,10140981,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:4Tyv7nnNTHC6mR1pTubIrw,"Drop It Like It's Hot","Snoop Dogg","Drop It Like It's Hot (International Version)",0,2004,0,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:62amXUB4pVXXBtQTfNgPvY,"Pac's Life",2Pac,"Pac's Life",0,2006,0,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:5JucaUHIiSdDjw4mhm2cCn,"2 of Americaz Most Wanted",2Pac,"2 of Americaz Most Wanted",27,2011,30,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:269TXy0nskEBvKXXAaK6tR,"Hits from the Bong","Cypress Hill","Playlist: The Very Best Of Cypress Hill",0,2008,0,66,1863619,"chicano rap, gangster rap, hip hop, rap rock, west coast rap"
spotify:track:0Zh5U48tZNeAzzLTV1CVBE,"Forgot About Dre","Dr. Dre","2001 (Explicit Version)",0,1999,0,78,10140981,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:4Ha7Kzk4Uo1zQVTnZiG9rg,"Old Time's Sake",Eminem,"Relapse: Refill",0,2009,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:06wOQGz4bGB7HETrIjpIep,"Without Me",Eminem,"The Eminem Show",0,2002,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:2hSiACXW5Nt0yUxWUsoIpU,"Mama Said Knock You Out","LL COOL J","Mama Said Knock You Out",0,1990,0,61,1547213,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
spotify:track:2e7mHNFlXCkFdKjJ3nsK9E,"Doin' It","LL COOL J","Mr. Smith",45,1995,37,61,1547213,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
spotify:track:3JIqogHHQIQW1uJ5Yivb88,"Otherside (feat. Fences) [Ryan Lewis Remix]","Macklemore & Ryan Lewis","VS. Redux",53,2010,44,72,2639347,"pop rap, seattle hip hop"
spotify:track:0rf8whOpWQjuBqQwPbtLma,Wings,"Macklemore & Ryan Lewis",Wings,0,2011,0,72,2639347,"pop rap, seattle hip hop"
spotify:track:1Wk59GxXboLAfqSjtVxDLp,Eazy-Duz-It,Eazy-E,"Snoop Dogg Presents: The West Coast Blueprint",0,2010,0,63,5188739,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:3liD1gxb1LAy2ccADcY70o,"Runaway Love",Ludacris,"Release Therapy",0,2006,0,74,2632177,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:2tNmhDlMbwQZLxQtWMt2EU,"Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)","Wu-Tang Clan","Legend Of The Wu-Tang: Wu-Tang Clan's Greatest Hits",62,2004,52,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II","Mobb Deep","The Infamous",79,1995,73,64,1885780,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop"
spotify:track:7N1Vjtzr1lmmCW9iasQ8YO,"Survival of the Fittest","Mobb Deep","The Infamous",73,1995,73,64,1885780,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop"
spotify:track:0l1XUBmLkp9DgLQy6ahMYW,"Outta Control - Remix","50 Cent","Outta Control [International Version (Explicit)]",0,2005,0,81,11915057,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap"
spotify:track:0W5M10Od3wY9GnS3MVa8x7,Auditorium,"Mos Def","The Ecstatic",0,2009,0,63,1382128,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:32W1K50AaXGXoRBn3Zyax4,Mathematics,"Mos Def","Black On Both Sides",0,1999,0,63,1382128,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:2OsGdZYDdTK4pxDMsK0Blv,"Ms. Fat Booty","Mos Def","Black On Both Sides",0,1999,0,63,1382128,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:2L0jlGwPjmKwJYAH6rbfMw,Supermagic,"Mos Def","The Ecstatic",0,2009,0,63,1382128,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:66QeFlvjQ82MHyxA6ZYWhX,History,"Mos Def","The Ecstatic",0,2009,0,63,1382128,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:4dRb3rS1t5WtpXhivpiGBH,Priority,"Mos Def","The Ecstatic",0,2009,0,63,1382128,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:2JslIlytyr9g4gla743FFz,"Twilight Speedball","Mos Def","The Ecstatic",0,2009,0,63,1382128,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:2PvqEwpuv84hjxLs82uYLv,"Express Yourself",N.W.A.,"Straight Outta Compton (Expanded Edition)",0,1988,0,63,5126877,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap"
spotify:track:4LujRMTMwAfFKjm45tixHY,"Straight Outta Compton",N.W.A.,"Straight Outta Compton (2002 - Remaster)",0,1988,0,63,5126877,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap"
spotify:track:2EZgq8tPN7WYZ875cy23YU,"Me, Myself & I","De La Soul","Classic Hip-Hop",0,2011,0,59,926109,"east coast hip hop, golden age hip hop, hip hop, jazz rap"
spotify:track:2OKxNaK8xCBqWZ61OwIw0d,"Gangsta's Paradise - feat. L.V.",Coolio,"Rhino Hi-Five: Coolio",0,2005,0,67,955428,"g funk, gangster rap, hip hop, west coast rap"
spotify:track:5q6pg1kvXfT7z5MqG0KKSs,"Can I Kick It?","A Tribe Called Quest","Peoples' Instinctive Travels & the Paths of Rhythm",0,1990,0,65,1936639,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop"
spotify:track:4Wu99vte4OW3m0GTx3fyUE,"Nas Is Like",Nas,"Greatest Hits",0,2007,0,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:7Iye7z8lrOT4lKM7RxwX5A,"No Introduction",Nas,"Life Is Good",28,2012,45,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:51by6tqpmWSqNwkRyJFg2B,"Summer On Smash",Nas,"Life Is Good",24,2012,45,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:0vyULMBhaXQuPW1DtbahvR,"Accident Murderers",Nas,"Life Is Good",29,2012,45,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:69WWLAtHgjs5PI2iTM77TX,"The Don",Nas,"The Don (Explicit Version)",0,2012,0,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:4EOpol0K5u620R2OLfoJ1B,"Purple Pills",D12,"Devils Night",0,2001,0,63,2956963,"detroit hip hop, gangster rap, hip hop"
spotify:track:4Li2WHPkuyCdtmokzW2007,"Ni**as In Paris",JAY-Z,"Watch The Throne (Deluxe)",87,2011,82,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:7esMRbSzvLv60O70XLZFbc,H•A•M,"Kanye West","Watch The Throne (Deluxe)",58,2011,82,88,20708785,"chicago rap, hip hop, rap"
spotify:track:1CmUZGtH29Kx36C1Hleqlz,"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)",70,2012,59,72,2639347,"pop rap, seattle hip hop"
spotify:track:5DsZVnFfwpys1SbObz1yUF,"Dark Fantasy","Kanye West","My Beautiful Dark Twisted Fantasy",0,2010,0,88,20708785,"chicago rap, hip hop, rap"
spotify:track:5YpZh8wfS4moRBk0ijNcXr,"Harder Than You Think","Public Enemy","How You Sell Soul to a Soulless People Who Sold Their Soul?",66,2007,56,54,1015315,"conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop"
spotify:track:1kSjxlCdBoN00grWg39YRJ,"Fight The Power","Public Enemy","Def Jam 25: Volume 5 - The Hit Men (Explicit)",25,2009,21,54,1015315,"conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop"
spotify:track:1NMWcLMZvYqTvbFUMxCZDm,"Pubic Enemy","A Tribe Called Quest","Peoples' Instinctive Travels & the Paths of Rhythm",0,1990,0,65,1936639,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop"
spotify:track:4fxOCTCTQtsrbK6y1K9JH4,"Fuck Tha Police - Remastered 2006",N.W.A.,"N.W.A. And Their Family Reunion",0,2008,0,63,5126877,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap"
spotify:track:5Be8Gm2eCrDYVIRaFW3g7I,"Murder To Excellence",JAY-Z,"Watch The Throne (Deluxe)",12,2011,37,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:2Kbxfq8wkjMCno1QJe4yyw,"Gotta Have It",JAY-Z,"Watch The Throne (Deluxe)",30,2011,37,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:3uulVrxiI7iLTjOBZsaiF8,"Donald Trump","Mac Miller","Donald Trump - Single",28,2011,19,81,9279453,"hip hop, pittsburgh rap, pop rap, rap"
spotify:track:0zvxfbfR99UukKPcyCD1u2,Vato,"Snoop Dogg","Vato & Candy",0,2006,0,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:50WeoO0YPlzKXurQ4SBYEb,"Rock The Bells","LL COOL J",Radio,0,1985,0,61,1547213,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
spotify:track:21MwpLzTywVvz5UYwgT5E6,"I Love College","Asher Roth","Ultimate R&B 2009 (International Version)",18,2009,37,44,254383,"indie pop rap"
spotify:track:0yp6ui2sosUjCUro1rRk2Q,"Opposite of Adults","Chiddy Bang","Opposite of Adults EP",44,2010,34,48,399620,"indie pop rap, philly rap, pop rap"
spotify:track:4yEBMoqgPhCmIQsyLZ0IA4,"Runnin' (Dying To Live)",2Pac,"Runnin' (Dying To Live) [International Version]",0,2003,0,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:2WAIDftGsD29VZINFp3XCJ,"Disco Nights","The Beatnuts","U.F.O. Files",11,2008,18,50,172699,"east coast hip hop, queens hip hop"
spotify:track:7geUEozMiPd6lQXWca541m,"Se Acabo (feat. Method Man) - Remix","The Beatnuts","TAKE IT OR SQUEEZE IT",0,2001,0,50,172699,"east coast hip hop, queens hip hop"
spotify:track:1n6pgjMma0nsl4jyMzmjxQ,"Watch Out Now","The Beatnuts","A Musical Massacre (Explicit)",53,1999,43,50,172699,"east coast hip hop, queens hip hop"
spotify:track:5ltdcgEflWut0osW0ZzLhM,"Da Rockwilder","Method Man",Blackout!,0,1999,0,69,1960195,"east coast hip hop, hardcore hip hop, hip hop"
spotify:track:4ykIW49ZO7UnmKbancsDIV,"Part II","Method Man","How High (Original Motion Picture Soundtrack)",0,2001,0,69,1960195,"east coast hip hop, hardcore hip hop, hip hop"
spotify:track:2mjbuPHUTkOS1dY0UVkfoh,"Rollin' (Urban Assault Vehicle)","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version)",0,2000,0,72,5255303,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock"
spotify:track:7i4CSDexcaLSQaWOSZKz0v,"MC's Act Like They Don't Know",KRS-One,"20 RAP GEMS",23,2009,33,51,603243,"bronx hip hop, conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop"
spotify:track:6JI5wNWYdBw68GZjOMmgK5,"Put It On","Big L","Lifestylez Ov Da Poor & Dangerous",67,1995,62,57,814061,"east coast hip hop, hardcore hip hop, harlem hip hop"
spotify:track:4vPIIhg8qD4GKhxhiX5iLy,"Deadly Combination","Big L","The Big Picture (Explicit Version)",0,2000,0,57,814061,"east coast hip hop, hardcore hip hop, harlem hip hop"
spotify:track:6gPuCVSyJpcjGbv8xlpyXy,"Fall Back","Big L","The Big Picture (Explicit Version)",0,2000,0,57,814061,"east coast hip hop, hardcore hip hop, harlem hip hop"
spotify:track:464TUmDMOV0e1kax8Bph40,"Bad Day","Chiddy Bang","The Preview",32,2010,51,48,399620,"indie pop rap, philly rap, pop rap"
spotify:track:4fmzMxr135mcvD6AGIs1mO,"The Good Life","Chiddy Bang","The Preview",26,2010,51,48,399620,"indie pop rap, philly rap, pop rap"
spotify:track:2xTft6GEZeTyWNpdX94rkf,"All Eyez On Me",2Pac,"All Eyez On Me",1,1996,7,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:2wdHKp5CBgJ8mlO7Cq84Xd,"Dear Mama",2Pac,"Me Against The World",0,1995,0,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:47lnB0fWXHnI5CBMx0OXB3,"Wonda Why They Call U B____",2Pac,"All Eyez On Me",0,1996,7,78,15843276,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:4QVOTT9CM2ftSLwnYGNDjd,Stan,Eminem,"Curtain Call (Deluxe)",0,2005,1,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:0D5ER6UGojHVHVVJV0QdY8,"Kush - Main","Dr. Dre",Kush,0,2010,0,78,10140981,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:2Dts49OexROL2KvCK2sokf,"What's The Difference","Dr. Dre","2001 (Explicit Version)",0,1999,0,78,10140981,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:2BDXDLe858hT8FL5uQsv0B,"Pass the Cohiba (Freestyle)",Fashawn,"Grizzly City 3",14,2012,10,35,51681,"alternative hip hop, soul flow"
spotify:track:1CumTIt8Hp3nvKWmVYAR8b,"Papers (Remix)",Fashawn,"Higher Learning 2 (Deluxe Edition)",13,2012,40,35,51681,"alternative hip hop, soul flow"
spotify:track:7nTnIycIqbka3B5B144hpz,"No Escapin' This","The Beatnuts","TAKE IT OR SQUEEZE IT",0,2001,0,50,172699,"east coast hip hop, queens hip hop"
spotify:track:7fXb8yG4gCsioqzJNZOv69,"Where The Hood At",DMX,"Grand Champ",52,2003,61,68,4495209,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:5lLDk6pb6kAdqyCmA9O400,"To Live & Die In Amerikkka",LB199X,"Color Us",8,2019,3,18,2733,
spotify:track:0LH4xaHG3wa42I1l2RyPs4,"The Point Of No Return","Immortal Technique","Revolutionary Vol. 2",0,2004,0,50,485578,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop"
spotify:track:0I3q5fE6wg7LIfHGngUTnV,"Ms. Jackson",Outkast,Stankonia,85,2000,77,73,2306098,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop"
spotify:track:34tbtzYSod64wOn2vIJRdV,"X Gon' Give It To Ya",DMX,"Cradle 2 The Grave",0,2003,0,68,4495209,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg","Young, Wild & Free (feat. Bruno Mars)",80,2011,69,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:4K0ifpgptOfb3eHHiiwjyT,"Lean Back","Terror Squad","The Ultimate Workout Collection: Blood Sweat And Tears",39,2009,43,49,207936,"bronx hip hop, dirty south rap, hardcore hip hop, hip pop, southern hip hop"
spotify:track:6yr8GiTHWvFfi4o6Q5ebdT,"'Till I Collapse",Eminem,"The Eminem Show",0,2002,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:290dpLpc7ZTM2uxAMyiLUG,"D.O.A. (Death Of Auto-Tune)",JAY-Z,"The Hits Collection Volume One (Deluxe)",0,2010,0,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:7edhe0NGMT8WMiYuTwdY5a,"22 Two's",JAY-Z,"Bring It On: The Best Of",0,2003,0,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:6dnzxuP6pNn9JQOJQP8CZO,"Dance With the Devil","Immortal Technique","Revolutionary Vol. 1",0,2001,0,50,485578,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop"
spotify:track:6oQgrY3uZramOg13ylYe82,"Peruvian Cocaine","Immortal Technique","Hip-Hop's Controlled Substances",0,2009,0,50,485578,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop"
spotify:track:6gBHFhq94qg4I0MnXq6KLJ,"Bin Laden Feat. MosDef (Street)","Immortal Technique","Bin Laden (Remixes) Featuring Chuck D & KRS 1",0,2005,0,50,485578,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop"
spotify:track:7xxbcXU3UIc8q0r6sXwCRl,"Harlem Streets","Immortal Technique","Revolutionary Vol. 2",0,2003,0,50,485578,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop"
spotify:track:7u2uCDgib9tKbxwNKbCaKl,Obnoxious,"Immortal Technique","Revolutionary Vol. 2",0,2003,0,50,485578,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop"
spotify:track:380oBkxEjQ8YUAl1CijZgo,"And Your Blood Will Blot Out the Sun (feat. Immortal Technique & Poison Pen)","Vinnie Paz","God of the Serengeti",0,2012,0,51,264993,"conscious hip hop, philly rap, political hip hop"
spotify:track:5KM6uHM7JuCDl2MltBOv1N,"The 3rd World","Immortal Technique","The 3rd World",0,2008,0,50,485578,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop"
spotify:track:0YBtCPTNX4gKhZhbRXTo9P,"Welcome To The World (feat. Kanye West & Kid Cudi)",T.I.,"No Mercy",0,2010,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:4UwtMoKBvYi0mMbH2ZI3uB,"That's All She Wrote (feat. Eminem)",T.I.,"No Mercy",0,2010,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:1zLLSrBpqqNlSgmcflxP4h,"I'm Illy",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:6uBPqwjDecU3ZXLi00bUq9,"Ready For Whatever",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:12CKIXP0bEGb1GKNAu7CZk,"On Top Of The World - feat. Ludacris & B.o.B",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:7cLJKvlpzeo3o1u3oqWzvQ,"Live Your Life - feat. Rihanna",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:1w2lHasjKWxkmZxeLAzObf,"Whatever You Like",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:7rtxRALKSj2BS5sbVDAsfK,"My Life Your Entertainment - feat. Usher",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:0KC3pA3FuHWEeHdhLVHHVs,"Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:2wWCFvTgAiZ2qYVT759FuV,"Dead And Gone - feat. Justin Timberlake",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:3dzVjwtxkyVVcNoRthrRut,"Whatever You Like - Live From The VMAs Version",T.I.,"Paper Trail",0,2008,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:4zM3cD247FQIO9kE91gJk5,"Touchdown - feat. Eminem",T.I.,"T.I. vs. T.I.P.",0,2007,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:1XTqH3f138xXOwHjdIt5q1,Pyro,T.I.,"Can't Kill the King",0,2013,0,72,4639486,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:3RllcLAO0QGXvdrwt5BktK,Drop,"The Pharcyde",Labcabincalifornia,0,1995,0,56,674688,"alternative hip hop, hardcore hip hop, hip hop, jazz rap, west coast rap"
spotify:track:0VpTedd0XmzB0O1Eb2kvUR,Runnin',"The Pharcyde","Music From The Motion Picture The Sitter",0,2011,25,56,674688,"alternative hip hop, hardcore hip hop, hip hop, jazz rap, west coast rap"
spotify:track:6enXeBnLnyjfweN6VWcIoh,"Passing Me By","The Pharcyde","Bizarre Ride II: The Pharcyde",0,1992,0,56,674688,"alternative hip hop, hardcore hip hop, hip hop, jazz rap, west coast rap"
spotify:track:5voKHxbIqgBU7fZMX8Lu0T,Superman,Eminem,"The Eminem Show",0,2002,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:3G0yz3DZn3lfraledmBCT0,P.I.M.P.,"50 Cent","Get Rich Or Die Tryin'",81,2003,83,81,11915057,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap"
spotify:track:7iL6o9tox1zgHpKUfh9vuC,"In Da Club","50 Cent","Get Rich Or Die Tryin'",86,2003,83,81,11915057,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap"
spotify:track:2d2v4GYvG2SjV2NdjbUY0w,"Move Bitch","Disturbing Tha Peace","Golden Grain (Explicit Version)",0,2002,0,0,53295,"atl hip hop, dirty south rap"
spotify:track:7s0hsZUXf9nIQrkTg3Da6p,A-YO,"Method Man","Blackout! 2",0,2009,0,69,1960195,"east coast hip hop, hardcore hip hop, hip hop"
spotify:track:2gSl0czjvQksGoDx0llShU,"What's Happenin'","Method Man","Tical 0: The Prequel",0,2004,0,69,1960195,"east coast hip hop, hardcore hip hop, hip hop"
spotify:track:3op2aHR2E4T3ytEhBpFvvK,"Wu- Tang",U-God,Dopium,0,2009,0,57,122309,"hardcore hip hop, hip hop"
spotify:track:01YGmszYuYM81hYrXNBZyT,"I'll Be There For You/You're All I Need To Get By","Method Man",Tical,0,1994,0,69,1960195,"east coast hip hop, hardcore hip hop, hip hop"
spotify:track:5yT4S52Z1BcB5dL4E3cI1G,Blackout,"Method Man",Blackout!,0,1999,0,69,1960195,"east coast hip hop, hardcore hip hop, hip hop"
spotify:track:5XLC8xoqyua4U7wJiZAWik,"Method Man (feat. Method Man, Raekwon, GZA, RZA & Ghostface Killah)","Wu-Tang Clan","Enter The Wu-Tang (36 Chambers) [Expanded Edition]",64,1993,75,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
